0,1,2,3,4,5,6,7,8,9,10,11,12,13
1.0,0.0,0.0,0.8706896551724138,0.025,0.7222222222222222,0.16666666666666666,0.8106966924700916,0.8004012036108324,0.5219212358572672,0.5675675675675675,0.542713567839196,0.40707911957168347,0.6556603773584906
1.0,0.0,,,0.025,0.7555555555555555,0.16666666666666666,0.8321604503870514,,,,0.542713567839196,0.40707911957168347,
,,0.0,,0.025,,0.16666666666666666,0.8177339901477833,0.8294884653961886,,,,,0.6556603773584906
1.0,,,0.8706896551724138,0.025,,0.16666666666666666,0.8159746657283604,0.8174523570712137,0.5219212358572672,0.5675675675675675,,0.40707911957168347,
,0.0,0.0,,0.025,0.8333333333333334,0.16666666666666666,0.780436312456017,0.778335005015045,0.5219212358572672,0.5675675675675675,0.542713567839196,,0.6556603773584906
1.0,0.0,,,0.025,0.8555555555555555,,0.7906403940886699,0.7733199598796389,,,0.542713567839196,0.40707911957168347,0.6556603773584906
,,,,0.025,0.8888888888888888,,,,0.5219212358572672,0.5675675675675675,0.542713567839196,0.40707911957168347,0.6556603773584906
0.9,0.0,0.3333333333333333,0.8706896551724138,0.05,0.8111111111111111,0.16666666666666666,0.7389162561576355,,0.14676892950391643,0.17567567567567569,0.40452261306532666,0.34354550862581795,0.5566037735849056
,,,0.8706896551724138,0.05,,0.16666666666666666,,0.839518555667001,0.13220735422106178,0.16216216216216217,0.3291457286432161,0.43884592504461634,0.6839622641509434
,0.0,0.3333333333333333,0.8706896551724138,0.05,,0.16666666666666666,0.7741027445460943,0.9428284854563691,0.2603731505657093,0.2972972972972973,0.3869346733668342,,0.6933962264150944
0.9,0.0,0.3333333333333333,0.8706896551724138,,0.8111111111111111,0.16666666666666666,0.7741027445460943,,,0.9864864864864865,0.3768844221105528,0.4527067221891731,0.6886792452830188
,0.0,0.3333333333333333,,0.05,0.8111111111111111,0.16666666666666666,,0.9518555667001003,0.5219212358572672,0.5675675675675675,0.542713567839196,0.40707911957168347,
,,,0.8706896551724138,0.05,,,0.7741027445460943,,0.14676892950391643,0.17567567567567569,0.40452261306532666,0.34354550862581795,0.5566037735849056
,0.0,0.3333333333333333,,0.05,0.8111111111111111,,,0.8044132397191575,,,0.3291457286432161,0.43884592504461634,0.6839622641509434
,0.0,,0.8706896551724138,,0.8111111111111111,0.16666666666666666,0.8092892329345531,0.9147442326980942,0.2603731505657093,,0.3869346733668342,0.39190957763236167,0.6933962264150944
,0.0,,,0.05,0.8111111111111111,,,,0.984268276762402,,,,0.6886792452830188
0.9,0.0,0.3333333333333333,0.8706896551724138,,,,0.8092892329345531,0.9338014042126378,,0.5675675675675675,,,0.6556603773584906
0.9,0.112,0.1,0.8706896551724138,0.05,0.8111111111111111,,0.7389162561576355,0.979127859779338,,0.9864864864864865,,,0.6886792452830188
,0.16,,,,0.8111111111111111,0.16666666666666666,0.6685432793807178,,0.984268276762402,,0.3768844221105528,0.4527067221891731,0.6886792452830188
0.9,0.0,0.3333333333333333,0.8706896551724138,0.05,,0.16666666666666666,,0.8597220231695085,0.14676892950391643,0.17567567567567569,,,
,0.0,0.3333333333333333,,0.05,,0.16666666666666666,,0.7641973539618856,0.14676892950391643,,0.40452261306532666,0.34354550862581795,0.5566037735849056
0.9,0.0,0.3333333333333333,,0.05,0.8555555555555555,0.16666666666666666,,0.7021063189568706,0.14676892950391643,0.17567567567567569,,0.34354550862581795,
,,0.3333333333333333,,0.05,0.8777777777777778,0.16666666666666666,0.6509500351864884,0.7048171541624875,0.14676892950391643,,0.40452261306532666,0.34354550862581795,0.5566037735849056
0.9,,0.3333333333333333,0.8706896551724138,,0.9444444444444444,,0.6157635467980296,0.7450924201604814,0.14676892950391643,0.17567567567567569,,0.34354550862581795,0.5566037735849056
0.9,,0.3333333333333333,0.8706896551724138,0.05,,0.16666666666666666,,0.9628886659979939,,0.9864864864864865,0.3768844221105528,0.4527067221891731,0.6886792452830188
0.9,0.0,0.3333333333333333,0.8706896551724138,0.05,0.8333333333333334,0.16666666666666666,,0.9628886659979939,,0.9864864864864865,0.3768844221105528,0.4527067221891731,0.6886792452830188
,0.0,,,0.05,,0.16666666666666666,0.7389162561576355,0.9628886659979939,0.984268276762402,0.9864864864864865,0.3768844221105528,,
0.9,0.0,0.3333333333333333,0.8706896551724138,,0.8777777777777778,0.16666666666666666,0.7213230119634061,,0.984268276762402,,,,0.6886792452830188
0.9,0.0,0.3333333333333333,0.8706896551724138,0.05,,0.16666666666666666,0.6509500351864884,0.7861422104312938,0.984268276762402,0.9864864864864865,0.3768844221105528,0.4527067221891731,0.6886792452830188
,,0.3333333333333333,,,0.8444444444444444,,,0.8836509528585756,0.2770969321148825,0.3108108108108108,0.40954773869346733,0.38720999405116,
,0.096,0.3333333333333333,,,0.8444444444444444,,,0.8575727181544633,,0.3108108108108108,,0.38720999405116,0.6320754716981132
0.84,0.096,0.3333333333333333,0.9051724137931034,,,,0.7955665024630542,0.8545636910732196,,0.3108108108108108,0.40954773869346733,0.38720999405116,
0.94,,0.2,,0.1,0.7555555555555555,0.2,,,0.14676892950391643,,,,
0.85,0.08,,0.9051724137931034,0.05,0.8444444444444444,0.1,0.633356790992259,0.9528585757271815,1.0,1.0,0.592964824120603,0.4580606781677573,0.6556603773584906
0.85,0.08,0.3333333333333333,0.9051724137931034,,0.8444444444444444,0.1,0.633356790992259,0.9628886659979939,,1.0,0.592964824120603,0.4580606781677573,0.6556603773584906
0.5,0.32,,,0.0005,1.0,0.2,0.5629838142153414,,0.14676892950391643,,0.40452261306532666,,0.5566037735849056
1.0,0.0,0.0,0.8879310344827587,,0.7777777777777778,0.26666666666666666,0.6861365235749473,0.9157472417251755,,0.5540540540540541,0.4020100502512563,0.3879238548483046,0.6886792452830188
,0.0,,,0.05,,0.26666666666666666,0.7037297677691766,0.8776328986960883,0.5053654264577894,,,0.3879238548483046,
1.0,0.0,0.0,,,0.7777777777777778,,,0.9751476651955868,0.5053654264577894,,0.4020100502512563,,0.6886792452830188
0.9,,0.16666666666666666,,,0.8333333333333334,0.4666666666666667,0.7600281491907108,0.9658976930792377,0.14676892950391643,0.17567567567567569,,0.34354550862581795,0.5566037735849056
,0.08,,0.8706896551724138,,0.8333333333333334,0.4666666666666667,0.7522871217452499,0.9749247743229689,,,,,0.5566037735849056
0.9,0.08,0.16666666666666666,,0.1,0.8333333333333334,0.4666666666666667,,,0.14676892950391643,0.17567567567567569,0.40452261306532666,0.34354550862581795,0.5566037735849056
0.9,,,0.8706896551724138,0.15,,0.4666666666666667,0.699155524278677,0.9628886659979939,0.14676892950391643,,,,
0.9,,0.16666666666666666,0.8706896551724138,0.25,0.8333333333333334,0.4666666666666667,0.6446164672765657,0.9348044132397192,0.14676892950391643,,0.40452261306532666,0.34354550862581795,
0.8,0.16,,,0.25,0.8888888888888888,0.25,0.6579873328641802,0.7509158491474422,0.12505439512619668,0.14864864864864866,,0.2949434860202261,0.8773584905660378
0.8,0.16,0.3333333333333333,,0.5,0.8888888888888888,0.25,0.6720619282195637,,0.12505439512619668,0.14864864864864866,,0.2949434860202261,
0.8,,0.3333333333333333,0.8620689655172413,0.75,0.8888888888888888,,0.6298381421534132,0.6668048839518556,0.12505439512619668,,0.23366834170854273,0.2949434860202261,0.8773584905660378
0.94,0.0,0.2,,,0.7555555555555555,,0.8092892329345531,0.9157908508525576,0.13220735422106178,0.16216216216216217,0.3291457286432161,0.43884592504461634,0.6839622641509434
0.92,0.0576,0.14666666666666667,0.8706896551724138,,0.8333333333333334,0.16666666666666666,0.7565095003518649,0.8957103869608827,,0.17567567567567569,0.40452261306532666,0.34354550862581795,
,0.0576,0.14666666666666667,0.8706896551724138,0.05,0.8555555555555555,0.16666666666666666,0.7565095003518649,0.9890135522567703,0.5053654264577894,0.5540540540540541,,,
0.9,0.16,0.0,0.9051724137931034,,,0.3333333333333333,,,0.5053654264577894,0.5540540540540541,,0.3879238548483046,0.6886792452830188
0.9,,,0.9051724137931034,,0.8555555555555555,0.3333333333333333,0.6755805770584096,0.9455449682046139,,0.5540540540540541,0.4020100502512563,0.3879238548483046,0.6886792452830188
,0.16,0.0,0.9051724137931034,0.1,0.8555555555555555,0.3333333333333333,0.6157635467980296,0.8138701819458375,0.5053654264577894,,,0.3879238548483046,0.6886792452830188
,0.16,0.3333333333333333,,0.25,0.8611111111111112,,0.6904379134412386,0.9558676028084252,0.4346388163620539,0.47297297297297297,0.7437185929648241,0.678108268887567,
0.8,0.16,0.3333333333333333,0.9051724137931034,0.25,0.8611111111111112,,0.7066589232934554,0.9638916750250751,,0.22972972972972974,0.7939698492462312,0.7443188578227246,
0.8,,0.3333333333333333,0.9051724137931034,0.25,0.8611111111111112,0.25,0.6899311435608726,,0.10333986074847694,0.12162162162162163,1.0,,
0.92,,,,0.05,0.8666666666666667,0.16666666666666666,0.6688951442646024,,1.0,,0.592964824120603,0.4580606781677573,
0.92,0.064,,0.8620689655172413,0.1,0.8666666666666667,,0.6591836734693878,0.9048175807422266,1.0,,0.592964824120603,0.4580606781677573,0.6556603773584906
0.92,0.064,0.13333333333333333,0.8620689655172413,0.025,,,0.6565798733286418,0.9030306353059178,1.0,,,0.4580606781677573,0.6556603773584906
0.92,,0.13333333333333333,0.8620689655172413,0.0125,0.8666666666666667,0.16666666666666666,0.6608374384236454,0.8544882824473421,1.0,,0.592964824120603,,0.6556603773584906
,,0.625,1.0,0.125,1.0,0.13333333333333333,0.7628430682617875,0.8655967903711133,,0.17567567567567569,0.40452261306532666,,
0.95,0.032,,0.8706896551724138,0.05,0.7555555555555555,,0.7906403940886699,0.872617853560682,0.14676892950391643,0.17567567567567569,0.40452261306532666,,0.5566037735849056
,,0.1,,,,0.16666666666666666,0.782899366643209,0.8508672083249749,0.14676892950391643,0.17567567567567569,0.40452261306532666,0.34354550862581795,0.5566037735849056
0.95,,0.1,,,0.8111111111111111,0.16666666666666666,0.7600281491907108,0.8265537353059178,0.14676892950391643,0.17567567567567569,0.40452261306532666,0.34354550862581795,
0.95,0.032,0.1,,0.05,0.8333333333333334,0.16666666666666666,,0.7422266800401204,0.14676892950391643,0.17567567567567569,0.40452261306532666,0.34354550862581795,0.5566037735849056
0.8,,0.3333333333333333,0.9051724137931034,0.025,0.8333333333333334,,,,,0.5540540540540541,0.4020100502512563,,0.6886792452830188
0.8,,0.3333333333333333,0.9051724137931034,0.025,,0.3333333333333333,,,0.5053654264577894,0.5540540540540541,,0.3879238548483046,0.6886792452830188
,0.024,0.15,,0.005,0.7555555555555555,0.4,,0.8025075225677032,0.379259138381201,0.4189189189189189,0.4547738693467337,0.34431885782272453,
,0.024,0.15,0.8879310344827587,0.0125,0.7555555555555555,0.4,,0.9037111334002005,0.379259138381201,0.4189189189189189,,0.34431885782272453,0.6415094339622641
0.8,0.16,0.3333333333333333,0.9051724137931034,,,0.2,0.665024630541872,,0.13220735422106178,0.16216216216216217,,0.43884592504461634,0.6839622641509434
0.8,,0.3333333333333333,,,0.8666666666666667,,0.7420830401125968,0.812774977331996,0.13220735422106178,,0.3291457286432161,0.43884592504461634,0.6839622641509434
0.95,0.0,0.13333333333333333,,0.05,0.8888888888888888,0.16666666666666666,0.633356790992259,,0.14676892950391643,,0.40452261306532666,,
0.95,,0.13333333333333333,0.8706896551724138,0.05,0.8888888888888888,0.16666666666666666,0.6685432793807178,0.641925777331996,0.2603731505657093,0.2972972972972973,,0.39190957763236167,0.6933962264150944
,0.0,0.13333333333333333,,0.05,0.8888888888888888,0.16666666666666666,,0.7422266800401204,0.984268276762402,0.9864864864864865,0.3768844221105528,0.4527067221891731,
0.95,,0.13333333333333333,0.8706896551724138,,0.8888888888888888,0.16666666666666666,0.7037297677691766,0.7923771313941825,0.6623150565709313,0.6891891891891891,0.5150753768844221,,
0.95,,0.13333333333333333,0.8706896551724138,,0.8888888888888888,,0.724841660802252,,0.5053654264577894,0.5540540540540541,0.4020100502512563,0.3879238548483046,
,0.0,0.13333333333333333,0.8706896551724138,0.05,,0.16666666666666666,0.7916959887403238,0.8324974924774323,1.0,1.0,0.592964824120603,0.4580606781677573,0.6556603773584906
0.95,0.0,0.13333333333333333,0.8706896551724138,0.05,,0.16666666666666666,,,,0.5675675675675675,,0.40707911957168347,0.6556603773584906
0.95,0.0,0.13333333333333333,,0.05,,0.16666666666666666,0.7741027445460943,0.802407221664995,0.14676892950391643,0.17567567567567569,0.40452261306532666,,0.5566037735849056
0.94,0.032,0.1,,0.05,0.7777777777777778,0.16666666666666666,0.8022519352568614,,0.5219212358572672,0.5675675675675675,0.542713567839196,0.40707911957168347,0.6556603773584906
0.95,0.0,0.13333333333333333,0.8706896551724138,0.05,,0.5,0.7565095003518649,,0.14676892950391643,0.17567567567567569,0.40452261306532666,,
0.95,0.0,,0.8706896551724138,0.05,0.7777777777777778,,,,0.14676892950391643,,0.40452261306532666,0.34354550862581795,0.5566037735849056
0.95,0.0,0.13333333333333333,0.8706896551724138,0.05,0.7777777777777778,0.16666666666666666,0.8163265306122449,0.9127382146439318,0.5219212358572672,,,,
0.95,0.0,0.13333333333333333,0.8706896551724138,,0.7777777777777778,0.5,0.8163265306122449,,0.5219212358572672,0.5675675675675675,,0.40707911957168347,0.6556603773584906
,0.0,0.13333333333333333,,0.05,0.7777777777777778,1.0,0.8163265306122449,0.8746238716148446,,0.5675675675675675,0.542713567839196,0.40707911957168347,
0.95,,0.13333333333333333,,0.05,0.8333333333333334,0.16666666666666666,,,0.14676892950391643,0.17567567567567569,0.40452261306532666,0.34354550862581795,0.5566037735849056
0.95,0.0,0.13333333333333333,,0.05,0.8333333333333334,,,0.892678034102307,0.5219212358572672,0.5675675675675675,0.542713567839196,0.40707911957168347,0.6556603773584906
0.99,0.0,0.0,0.8706896551724138,0.05,0.8555555555555555,,0.8022519352568614,,1.0,1.0,,0.4580606781677573,0.6556603773584906
0.985,0.0,0.0,0.8706896551724138,0.075,0.8777777777777778,0.16666666666666666,,0.9378134403209628,1.0,1.0,,,0.6556603773584906
,0.0,0.0,,0.1,0.9,0.16666666666666666,0.720619282195637,0.9578736208625878,1.0,,,0.4580606781677573,0.6556603773584906
,,,0.9482758620689655,,0.8666666666666667,,0.6439127375087966,0.9759277833500501,,0.527027027027027,0.3065326633165829,0.35693039857227843,1.0
,0.16,0.3333333333333333,,0.1,0.8666666666666667,0.25,0.6403940886699507,0.9979939819458374,0.48360449303742387,0.527027027027027,0.3065326633165829,0.35693039857227843,
0.8,,0.3333333333333333,0.9482758620689655,0.15,0.8666666666666667,0.25,0.6228008444757214,0.9969909729187563,0.48360449303742387,,,0.35693039857227843,1.0
0.8,,0.3333333333333333,0.9482758620689655,0.2,0.8666666666666667,0.25,0.6087262491203378,,0.48360449303742387,,0.3065326633165829,0.35693039857227843,1.0
0.88,,0.3333333333333333,0.8706896551724138,0.1,0.8,,0.7389162561576355,0.921765295887663,,,0.40452261306532666,,0.5566037735849056
0.86,0.0,,0.8706896551724138,0.2,0.8,,0.7283603096410979,0.9287863590772316,0.14676892950391643,0.17567567567567569,,,0.5566037735849056
0.84,0.0,0.3333333333333333,0.8706896551724138,0.3,,0.16666666666666666,,0.9478435305917753,0.14676892950391643,,,0.34354550862581795,0.5566037735849056
0.9434999999999999,0.02912,0.09666666666666666,0.8706896551724138,,0.7555555555555555,0.16666666666666666,0.7906403940886699,0.872617853560682,0.14676892950391643,,0.40452261306532666,0.34354550862581795,
0.9434999999999999,0.02912,,0.8706896551724138,0.0465,,0.16666666666666666,0.7741027445460943,0.8605817452357071,,0.17567567567567569,0.40452261306532666,0.34354550862581795,
0.9434999999999999,0.02912,,0.8706896551724138,0.0465,0.8111111111111111,0.16666666666666666,0.7635467980295567,0.8224674022066198,0.14676892950391643,,0.40452261306532666,0.34354550862581795,0.5566037735849056
0.9434999999999999,0.02912,0.09666666666666666,,0.0465,0.8333333333333334,,0.742786769880366,,0.14676892950391643,0.17567567567567569,,0.34354550862581795,0.5566037735849056
0.92,0.0528,0.13333333333333333,0.8706896551724138,,,0.16666666666666666,,0.8956870611835506,0.14676892950391643,0.17567567567567569,0.40452261306532666,0.34354550862581795,0.5566037735849056
0.92,0.0528,,,0.034999999999999996,,0.16666666666666666,0.7670654468684026,,0.5053654264577894,0.5540540540540541,,0.3879238548483046,
0.94,0.048,0.1,0.8879310344827587,,,0.4,,0.7943831494483451,0.49621409921671017,0.5405405405405406,,,0.7547169811320755
0.94,,,0.8879310344827587,0.005,0.7555555555555555,0.4,0.7916959887403238,0.8465396188565697,,,0.4547738693467337,0.34431885782272453,
0.8,0.272,,0.9051724137931034,0.15,,,0.525686136523575,0.9519558676028084,0.14676892950391643,0.17567567567567569,,0.34354550862581795,0.5566037735849056
0.8,,0.0,0.9051724137931034,0.25,0.8666666666666667,,0.5946516537649543,0.9498495486459378,0.14676892950391643,0.17567567567567569,0.40452261306532666,0.34354550862581795,
0.8,,0.0,,0.5,0.8666666666666667,0.2,,,,0.17567567567567569,0.40452261306532666,0.34354550862581795,0.5566037735849056
0.8,0.24,0.16666666666666666,,0.025,0.8555555555555555,0.16666666666666666,0.7142857142857143,0.9588766298896689,,0.12162162162162163,1.0,1.0,0.3018867924528302
,0.24,,0.8706896551724138,,0.8555555555555555,0.16666666666666666,,1.0,0.10333986074847694,,1.0,1.0,0.3018867924528302
0.8,,0.16666666666666666,0.8706896551724138,0.1,,0.16666666666666666,0.6685432793807178,0.9679037111334001,0.10333986074847694,,1.0,,
0.9,,0.16666666666666666,0.896551724137931,0.025,,0.16666666666666666,0.7213230119634061,,0.5219212358572672,0.5675675675675675,0.542713567839196,0.40707911957168347,0.6556603773584906
,0.08,0.16666666666666666,0.896551724137931,,,,,0.9157472417251755,0.5219212358572672,,,,0.6556603773584906
0.9,0.08,0.16666666666666666,0.896551724137931,0.075,0.8444444444444444,0.16666666666666666,0.6509500351864884,,0.5219212358572672,,,0.40707911957168347,0.6556603773584906
